AFFC,1,1,2,0,0,3,2,19,27,23,14
AFFC,2,5,0,0,3,4,8,28,28,7,7
AFFC,3,3,0,1,1,1,10,13,35,15,9
AFFC,4,2,1,1,1,1,8,14,29,17,7
AFFC,5,1,2,2,1,14,14,21,17,3,7
AFFC,6,1,0,0,1,1,5,19,19,9,7
AFFC,7,3,3,0,0,1,3,12,25,11,8
AFFC,8,2,1,0,0,2,3,9,24,9,11
AFFC,9,1,2,1,1,0,5,9,24,5,7
AFFC,10,0,0,0,1,5,20,14,12,1,2
AFFC,11,3,3,0,0,1,2,17,13,10,7
AFFC,12,3,1,0,0,3,13,11,16,5,3
AFFC,13,2,0,1,2,0,2,14,13,7,3
AFFC,14,2,0,0,0,4,12,15,6,5,4
AFFC,15,0,1,2,1,2,11,13,10,1,3
AFFC,16,2,0,1,3,2,12,12,10,1,4
AFFC,17,3,2,2,0,2,5,10,14,4,7
AFFC,18,4,0,1,1,2,7,8,17,4,10
AFFC,19,1,0,0,1,3,6,23,7,4,5
AFFC,20,4,0,1,0,2,6,11,10,7,11
AFFC,21,1,1,0,0,2,4,9,13,9,6
AFFC,22,1,0,0,1,3,5,10,13,9,5
AFFC,23,0,3,0,1,0,7,2,15,9,6
AFFC,24,2,2,0,0,0,5,8,11,8,7
AFFC,25,3,0,0,0,0,4,12,8,6,3
AFFC,26,1,0,1,2,1,2,8,15,2,5
AFFC,27,0,0,0,0,3,2,8,15,5,3
AFFC,28,0,1,0,0,0,3,10,12,6,4
AFFC,29,3,0,1,0,2,3,9,9,7,3
AFFC,30,2,2,0,0,0,4,4,14,9,6
AFFC,31,2,0,1,0,0,3,9,10,9,3
AFFC,32,1,0,0,0,1,3,4,22,8,3
AFFC,33,2,0,1,0,4,4,12,19,6,6
AFFC,34,2,3,1,0,2,3,8,16,12,8
AFFC,35,3,0,0,1,0,0,4,11,15,8
AFFC,36,0,1,0,0,0,1,7,15,10,11
AFFC,37,2,1,0,0,2,2,9,11,7,7
AFFC,38,0,0,1,0,1,2,4,13,18,5
AFFC,39,0,1,1,0,0,1,1,11,13,6
AFFC,40,2,0,1,0,1,3,9,10,5,6
AFFC,41,1,1,0,0,1,2,6,9,9,8
AFFC,42,1,0,0,1,0,1,4,7,8,7
AFFC,43,0,1,0,1,0,0,1,8,13,6
AFFC,44,1,0,0,0,0,2,3,6,16,18
AFFC,45,1,0,1,0,0,1,3,13,16,5
AFFC,46,1,0,0,0,0,2,8,15,5,9
